Event,Tot,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons
872,3292.2,2675.75,0,440.173,0.0,63.7677,112.507,0.0,462.09,0.0,3907
873,3425.01,2847.74,0,141.458,0.0,106.435,329.381,0.0,481.258,0.0,3972
874,2490.08,2402.4,0,87.6791,0.0,0.0,0.0,0.0,350.624,0.0,3041
875,2436.03,2337.15,0,98.8719,0.0,0.0,0.0,0.0,342.302,0.0,2888
876,2804.58,2720.37,0,84.2148,0.0,0.0,0.0,0.0,394.485,0.0,3093
877,3555.05,3028.9,0,295.074,0.0,100.554,130.521,0.0,500.078,0.0,4146
878,2583.25,2511.2,0,72.0495,0.0,0.0,0.0,0.0,359.475,0.0,3911
879,2955.28,2880.46,0,74.8147,0.0,0.0,0.0,0.0,414.775,0.0,3547
880,2830.01,2727.53,0,102.48,0.0,0.0,0.0,0.0,398.273,0.0,3186
881,2579.72,2474.86,0,104.854,0.0,0.0,0.0,0.0,361.437,0.0,3320
882,2553.08,2423.86,0,129.219,0.0,0.0,0.0,0.0,358.851,0.0,3039
883,3535.62,2776.07,0,371.493,0.0,106.691,281.366,0.0,496.382,0.0,4391
884,3736.63,3101.28,0,113.222,0.0,106.527,282.839,132.765,525.007,0.0,4489
885,3175.4,3102.45,0,72.954,0.0,0.0,0.0,0.0,442.889,0.0,4411
886,2813.44,2733.95,0,79.4866,0.0,0.0,0.0,0.0,394.885,0.0,3237
887,3002.53,2896.29,0,106.234,0.0,0.0,0.0,0.0,421.142,0.0,3600
888,2755.31,2614.57,0,140.737,0.0,0.0,0.0,0.0,384.889,0.0,3928
889,2972.41,2839.71,0,132.697,0.0,0.0,0.0,0.0,416.961,0.0,3492
890,3050.66,2976.63,0,74.0216,0.0,0.0,0.0,0.0,420.394,0.0,5702
891,3640.99,2966.06,0,242.56,0.0,209.494,222.875,0.0,511.113,0.0,4248
892,3051.42,2975.83,0,75.5821,0.0,0.0,0.0,0.0,425.914,0.0,4019
893,2510.44,2431.18,0,79.2581,0.0,0.0,0.0,0.0,353.585,0.0,2861
894,3071.16,2995.56,0,75.6071,0.0,0.0,0.0,0.0,430.775,0.0,3599
895,3121.24,3045.06,0,76.1841,0.0,0.0,0.0,0.0,434.595,0.0,4374
896,4422.53,3410.09,0,216.298,0.0,106.594,260.876,428.666,617.809,0.0,6032
897,2757.68,2571.74,0,82.8656,0.0,0.0,0.0,103.076,387.749,0.0,3227
898,2808.87,2716.84,0,92.0289,0.0,0.0,0.0,0.0,394.242,0.0,3409
899,2612.8,2520.36,0,92.4331,0.0,0.0,0.0,0.0,366.402,0.0,3306
900,2807.81,2698.76,0,109.051,0.0,0.0,0.0,0.0,394.966,0.0,3210
901,2818.63,2747.63,0,70.9993,0.0,0.0,0.0,0.0,395.698,0.0,3380
902,3259.76,3165.06,0,94.6928,0.0,0.0,0.0,0.0,457.221,0.0,3949
903,2657.24,2575.89,0,81.3565,0.0,0.0,0.0,0.0,373.377,0.0,3001
904,2730.06,2634.43,0,95.6301,0.0,0.0,0.0,0.0,383.95,0.0,3017
905,2595.52,2462.98,0,132.537,0.0,0.0,0.0,0.0,363.978,0.0,3208
906,2600.52,2525.16,0,75.3653,0.0,0.0,0.0,0.0,363.747,0.0,3432
907,3225.09,3123.13,0,101.958,0.0,0.0,0.0,0.0,453.124,0.0,3791
908,2712.05,2635.25,0,76.7997,0.0,0.0,0.0,0.0,380.71,0.0,3121
909,3164.08,3077.95,0,86.1217,0.0,0.0,0.0,0.0,436.548,0.0,5764
910,3057.11,2963.62,0,93.4958,0.0,0.0,0.0,0.0,429.017,0.0,3538
911,3232.11,2622.56,0,282.86,0.0,106.681,220.01,0.0,455.021,0.0,3665
912,2560.2,2459.36,0,100.842,0.0,0.0,0.0,0.0,359.094,0.0,3201
913,2583.33,2508.53,0,74.8034,0.0,0.0,0.0,0.0,362.956,0.0,3105
914,2745.14,2621.44,0,123.699,0.0,0.0,0.0,0.0,381.431,0.0,4391
915,2919.64,2841.71,0,77.9308,0.0,0.0,0.0,0.0,410.813,0.0,3299
