#class tools::wcsv::ntuple
#title Event
#separator 44
#vector_separator 59
#column int Event
#column double Tot - OpAbs
#column double Cerenkov
#column double CoupledTransportation
#column double eBrem
#column double eIon
#column double msc
#column double OpAbsorption
#column double phot
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,35.9886,0,5.18496,0,35.9886
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,314.214,0,0,105.864,0,60.9649,0,420.078
109,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
112,101.407,0,0,93.4753,0,28.2367,0,194.882
113,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0
117,179.663,0,0,105.888,0,41.1954,0,285.551
118,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
120,0,1.20371,0,14.1221,40.9952,8.16387,0,56.3209
121,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0
131,44.9321,0,0,152.97,0,28.5354,0,197.902
132,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0
135,0,0,0,39.8668,0,5.7572,0,39.8668
136,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
139,0,0,0,14.2957,0,2.05813,0,14.2957
140,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0
259,358.408,0,0,105.679,0,67.1273,0,464.087
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,85.0922,0,0,100.618,0,26.7024,0,185.71
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,237.626,0,0,99.0264,0,48.9528,0,336.652
278,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0
284,345.899,0,0,105.324,0,65.6044,0,451.223
285,0,0,0,0,0,0,0,0
286,311.207,0,0,104.499,0,60.1744,0,415.706
287,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0
295,0,10.0218,0,52.394,80.1741,20.8417,0,142.59
296,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0
551,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0
566,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0
573,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0
