Event,Px,Py,Pz,Tot-OpAbs,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons,NOfScintPhotons
3058,0.083288,0.365023,0.927265,2119.19,1770.5,0.0,348.688,0.0,0.0,0.0,0.0,66.2634,0.0,4233,21722
3059,-0.860987,-0.202446,-0.466602,4896.91,4011.9,0.0,452.155,0.0,137.666,295.186,0.0,157.32,0.0,8253,49929
3060,-0.901135,0.0516482,-0.430451,5044.54,4350.17,0.0,57.8707,0.0,81.2483,315.718,239.532,163.02,0.0,8495,51628
3061,-0.809532,-0.442928,0.385321,6024.09,5273.92,0.0,258.389,0.0,275.439,216.345,0.0,193.465,0.0,10245,61452
3062,-0.703179,-0.423752,0.57094,3103.66,2916.23,0.0,187.432,0.0,0.0,0.0,0.0,99.606,0.0,5514,31817
3063,-0.692722,-0.716201,0.0848025,9760.78,9597.15,0.0,163.628,0.0,0.0,0.0,0.0,316.191,0.0,15899,99517
3064,-0.667438,-0.564497,0.485664,4274.23,3959.23,0.0,314.994,0.0,0.0,0.0,0.0,137.585,0.0,7470,43706
3065,-0.234728,-0.217111,0.947505,2625.42,1954.41,0.0,378.672,0.0,140.628,151.71,0.0,80.6925,0.0,5371,26723
3066,-0.354814,-0.924605,0.138607,11177.2,10631.7,0.0,103.143,0.0,147.257,295.084,0.0,362.322,0.0,18131,113811
3067,0.17255,-0.851441,-0.495252,4565.84,3669.99,0.0,615.343,0.0,148.123,132.389,0.0,148.054,0.0,7643,46590
3068,-0.60076,-0.208274,-0.771822,2469.01,2272.58,0.0,196.429,0.0,0.0,0.0,0.0,78.5899,0.0,4444,25258
3069,-0.685212,0.0501271,-0.726617,2690.82,2638.87,0.0,51.9458,0.0,0.0,0.0,0.0,86.2669,0.0,4706,27523
3070,-0.216257,0.97486,-0.0536684,11413.2,10520.1,0.0,345.661,0.0,297.582,249.831,0.0,373.263,0.0,18151,116578
3071,-0.408164,-0.349239,-0.843466,2440.57,2092.0,0.0,348.577,0.0,0.0,0.0,0.0,77.919,0.0,4441,24970
3072,-0.148671,0.823871,-0.54693,4167.4,3591.71,0.0,100.795,0.0,148.845,326.056,0.0,134.113,0.0,7129,42466
3073,-0.52638,0.783027,0.33135,5516.26,4970.3,0.0,248.522,0.0,0.0,254.074,43.3615,178.853,0.0,9194,56413
3074,0.373733,-0.867808,0.327464,6433.25,5682.54,0.0,307.737,0.0,142.445,300.521,0.0,209.306,0.0,10577,65756
3075,0.493116,0.532666,0.687825,2869.14,2612.46,0.0,256.689,0.0,0.0,0.0,0.0,91.7721,0.0,5173,29303
3076,0.398323,-0.00622425,-0.917224,2367.75,2068.45,0.0,299.303,0.0,0.0,0.0,0.0,73.7473,0.0,4672,24206
3077,0.276245,-0.897226,-0.344492,7029.72,5553.53,0.0,421.674,0.0,262.325,256.916,535.278,228.274,0.0,11467,71756
3078,-0.700897,-0.671474,0.240554,8699.62,8168.05,0.0,531.568,0.0,0.0,0.0,0.0,282.417,0.0,14110,88752
3079,-0.978348,0.206858,-0.00664932,10997.8,10505.1,0.0,208.271,0.0,144.079,140.296,0.0,357.246,0.0,17890,112097
3080,0.46716,0.868928,-0.163481,11640.4,10237.3,0.0,103.663,0.0,297.992,1001.48,0.0,377.475,0.0,18586,118234
3081,0.271641,-0.962183,-0.020363,9859.58,9142.22,0.0,717.361,0.0,0.0,0.0,0.0,320.337,0.0,16021,100522
3082,-0.212224,-0.953948,0.211999,10476.5,8983.74,0.0,781.592,0.0,279.92,431.218,0.0,340.638,0.0,16891,106709
3083,0.17755,0.834735,0.521242,4194.39,3873.15,0.0,321.238,0.0,0.0,0.0,0.0,135.392,0.0,7106,42719
3084,0.469978,0.867694,-0.16195,9924.89,9043.24,0.0,881.653,0.0,0.0,0.0,0.0,322.528,0.0,16078,101118
