Event,Tot,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons
379,1728.31,1704.98,0,23.3357,0.0,0.0,0.0,0.0,244.24,0.0,2271
380,1605.51,1583.41,0,22.1002,0.0,0.0,0.0,0.0,229.333,0.0,1766
381,2715.46,2518.01,0,52.7643,0.0,50.297,94.3919,0.0,385.433,0.0,2910
382,1684.18,1666.8,0,17.379,0.0,0.0,0.0,0.0,240.277,0.0,1797
383,1621.87,1599.19,0,22.6874,0.0,0.0,0.0,0.0,225.984,0.0,3261
384,1785.91,1765.55,0,20.3629,0.0,0.0,0.0,0.0,252.849,0.0,2166
385,2469.43,2130.13,0,81.6808,0.0,100.428,157.192,0.0,350.552,0.0,2658
386,2036.04,1907.89,0,14.7062,0.0,103.582,9.86641,0.0,287.397,0.0,2786
387,1612.11,1519.98,0,92.1256,0.0,0.0,0.0,0.0,229.457,0.0,1944
388,1494.95,1476.63,0,18.3272,0.0,0.0,0.0,0.0,213.577,0.0,1597
389,2421.68,1995.51,0,15.5884,6.02808,65.8611,10.9335,327.472,342.478,0.288,3089
390,1618.05,1594.13,0,23.9232,0.0,0.0,0.0,0.0,229.902,0.0,2052
391,1728.12,1709.62,0,18.5089,0.0,0.0,0.0,0.0,246.823,0.0,1910
392,1593.1,1573.78,0,19.321,0.0,0.0,0.0,0.0,227.666,0.0,1691
393,2069.66,2041.02,0,28.6441,0.0,0.0,0.0,0.0,293.783,0.0,2348
394,1731.73,1708.87,0,22.8622,0.0,0.0,0.0,0.0,244.838,0.0,2267
395,1947.6,1915.3,0,32.305,0.0,0.0,0.0,0.0,274.523,0.0,2811
396,2006.54,1987.99,0,18.5479,0.0,0.0,0.0,0.0,280.708,0.0,3355
397,1765.35,1739.83,0,25.5226,0.0,0.0,0.0,0.0,249.067,0.0,2396
398,1481.11,1460.01,0,21.1025,0.0,0.0,0.0,0.0,210.717,0.0,1811
399,2308.83,1902.46,0,2.682,0.0,106.669,17.2073,279.814,328.571,0.0,2448
400,1494.11,1465.88,0,28.2304,0.0,0.0,0.0,0.0,208.935,0.0,2822
401,1976.3,1541.7,0,112.767,0.0,96.8853,22.849,202.103,278.384,0.0,3041
402,2159.84,1778.57,0,36.6814,0.0,102.028,242.565,0.0,305.707,0.0,2733
403,1702.51,1683.49,0,19.0214,0.0,0.0,0.0,0.0,240.763,0.0,2304
404,1722.84,1683.69,0,39.1473,0.0,0.0,0.0,0.0,245.154,0.0,1857
405,1485.16,1463.5,0,21.6649,0.0,0.0,0.0,0.0,212.899,0.0,1574
406,1845.28,1740.06,0,105.223,0.0,0.0,0.0,0.0,262.904,0.0,1981
407,1563.72,1537.61,0,26.108,0.0,0.0,0.0,0.0,223.211,0.0,1711
408,2290.53,1874.73,0,38.17,0.0,106.691,103.644,167.292,323.984,0.0,2713
409,1886.43,1861.64,0,24.7937,0.0,0.0,0.0,0.0,268.064,0.0,1989
410,1932.71,1908.28,0,24.4362,0.0,0.0,0.0,0.0,274.939,0.0,1998
411,1515.37,1492.75,0,22.6176,0.0,0.0,0.0,0.0,216.531,0.0,1653
412,2559.68,2190.23,0,101.213,115.512,109.816,42.6218,0.0,362.512,0.288,2968
413,1744.48,1721.97,0,22.5098,0.0,0.0,0.0,0.0,245.94,0.0,2530
414,2002.86,1981.13,0,21.7235,0.0,0.0,0.0,0.0,283.857,0.0,2358
415,1618.34,1595.03,0,23.3072,0.0,0.0,0.0,0.0,230.773,0.0,1706
416,1585.07,1556.71,0,28.3644,0.0,0.0,0.0,0.0,226.621,0.0,1654
417,1690.65,1671.58,0,19.0676,0.0,0.0,0.0,0.0,241.164,0.0,1974
418,2386.88,2155.59,0,74.4579,0.0,99.2209,57.6134,0.0,338.873,0.0,2733
419,2133.5,2009.75,0,5.00305,0.0,104.078,14.6674,0.0,301.802,0.0,2583
420,2966.71,2202.95,0,5.41164,0.0,98.8841,13.6979,645.763,421.693,0.0,3145
421,2427.68,2055.11,0,203.778,0.0,41.8305,126.96,0.0,344.988,0.0,2683
422,2227.07,2201.23,0,25.8436,0.0,0.0,0.0,0.0,314.237,0.0,2607
423,1558.75,1535.42,0,23.3266,0.0,0.0,0.0,0.0,222.855,0.0,1716
424,2740.87,1886.02,0,57.2527,0.0,104.437,95.8991,597.259,389.359,0.0,3207
425,1525.07,1501.5,0,23.5691,0.0,0.0,0.0,0.0,212.788,0.0,3020
426,2020.83,1986.29,0,34.546,0.0,0.0,0.0,0.0,285.619,0.0,2577
427,1498.52,1476.17,0,22.3545,0.0,0.0,0.0,0.0,214.219,0.0,1583
428,1839.98,1818.16,0,21.8273,0.0,0.0,0.0,0.0,261.107,0.0,2067
429,1883.85,1855.71,0,28.1433,0.0,0.0,0.0,0.0,268.072,0.0,2240
430,1777.52,1735.25,0,42.2756,0.0,0.0,0.0,0.0,252.555,0.0,2195
431,1870.5,1846.82,0,23.6844,0.0,0.0,0.0,0.0,266.547,0.0,2039
432,1907.19,1885.59,0,21.6046,0.0,0.0,0.0,0.0,269.623,0.0,2471
433,1815.09,1792.94,0,22.1486,0.0,0.0,0.0,0.0,257.334,0.0,2048
434,2252.86,2232.75,0,20.1004,0.0,0.0,0.0,0.0,315.095,0.0,3576
435,1759.67,1739.88,0,19.7813,0.0,0.0,0.0,0.0,250.766,0.0,1863
436,2164.74,1932.42,0,122.87,0.0,74.0906,35.3596,0.0,304.864,0.0,3109
437,1529.75,1508.35,0,21.4013,0.0,0.0,0.0,0.0,218.268,0.0,1738
438,1693.53,1669.88,0,23.6576,0.0,0.0,0.0,0.0,241.964,0.0,1825
439,1844.62,1822.46,0,22.1549,0.0,0.0,0.0,0.0,260.756,0.0,2287
440,1929.08,1909.8,0,19.2786,0.0,0.0,0.0,0.0,274.596,0.0,2106
441,2385.39,2141.04,0,70.1491,0.0,106.666,67.5405,0.0,312.034,0.0,9506
442,1765.19,1739.91,0,25.2846,0.0,0.0,0.0,0.0,250.646,0.0,2263
443,1546.63,1528.15,0,18.4815,0.0,0.0,0.0,0.0,221.209,0.0,1725
444,2003.31,1981.82,0,21.4829,0.0,0.0,0.0,0.0,285.843,0.0,2176
445,2079.59,1863.48,0,104.028,0.0,79.702,32.3728,0.0,293.854,0.0,2905
446,4519.35,4088.52,0,196.236,0.0,153.261,81.3356,0.0,641.191,0.0,5518
447,1757.83,1715.94,0,41.896,0.0,0.0,0.0,0.0,249.443,0.0,2131
448,1584.12,1541.63,0,42.4976,0.0,0.0,0.0,0.0,225.67,0.0,1995
449,1706.08,1611.51,0,94.5704,0.0,0.0,0.0,0.0,243.983,0.0,1786
