Event,Tot,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons
216,2116.1,1633.98,0,135.164,66.6087,123.143,41.7977,115.125,297.72,0.288,3322
217,1715.69,1686.59,0,29.0963,0.0,0.0,0.0,0.0,243.355,0.0,2053
218,1818.88,1798.74,0,20.138,0.0,0.0,0.0,0.0,258.289,0.0,2153
219,2351.71,2299.41,0,21.4952,0.0,0.0,8.53345,22.2634,331.961,0.0,2771
220,1452.11,1429.96,0,22.1522,0.0,0.0,0.0,0.0,207.308,0.0,1714
221,2438.46,1970.1,0,249.48,0.0,0.0,103.572,115.311,344.264,0.0,3142
222,1901.5,1879.88,0,21.6209,0.0,0.0,0.0,0.0,269.17,0.0,2376
223,1730.35,1704.29,0,26.0566,0.0,0.0,0.0,0.0,244.999,0.0,2331
224,2582.87,2138.28,0,150.795,0.0,0.0,110.342,183.461,366.628,0.0,2982
225,1576.99,1556.73,0,20.267,0.0,0.0,0.0,0.0,207.505,0.0,6316
226,1649.36,1607.73,0,26.9781,0.0,3.39464,0.0,11.2564,234.104,0.0,2143
227,2211.17,2028.97,0,182.21,0.0,0.0,0.0,0.0,313.487,0.0,2659
228,2403.35,2126.22,0,93.391,0.0,97.421,86.3154,0.0,340.395,0.0,2744
229,1719.18,1700.58,0,18.6059,0.0,0.0,0.0,0.0,244.868,0.0,1989
230,2846.23,2625.81,0,48.2373,0.0,95.9562,76.2276,0.0,404.544,0.0,3370
231,3048.95,2442.94,0,70.5944,0.0,88.8351,81.0846,365.495,431.467,0.0,3622
232,1583.8,1563.53,0,20.2679,0.0,0.0,0.0,0.0,224.78,0.0,2200
233,1529.03,1504.51,0,24.5264,0.0,0.0,0.0,0.0,215.901,0.0,2237
234,1872.26,1849.55,0,22.7066,0.0,0.0,0.0,0.0,265.382,0.0,2201
235,1536.54,1514.69,0,21.8468,0.0,0.0,0.0,0.0,218.109,0.0,2006
236,3839.17,3754.2,0,68.9113,0.0,0.0,16.0503,0.0,537.79,0.0,6766
237,3308.08,2703.11,0,136.584,117.5,93.0608,23.3965,234.435,468.646,0.0,4188
238,2072.74,1585.66,0,109.333,0.0,0.0,41.0446,336.697,294.363,0.0,2384
239,2736.63,2489.18,0,114.808,0.0,86.0831,46.5607,0.0,385.791,0.0,3721
240,1719.74,1692.76,0,26.9818,0.0,0.0,0.0,0.0,243.864,0.0,2129
241,1780.73,1737.0,0,33.7716,0.0,0.0,9.96443,0.0,253.431,0.0,2219
242,1549.56,1528.91,0,20.647,0.0,0.0,0.0,0.0,220.517,0.0,1878
243,1960.13,1935.17,0,24.9611,0.0,0.0,0.0,0.0,277.624,0.0,2309
244,2157.51,2136.37,0,21.1486,0.0,0.0,0.0,0.0,305.11,0.0,2537
245,1987.15,1671.13,0,316.015,0.0,0.0,0.0,0.0,273.784,0.0,4373
246,2571.05,2054.89,0,19.2616,0.0,103.661,6.84377,386.389,364.345,0.0,3016
247,2080.27,1566.5,0,136.58,0.0,94.7013,30.0994,252.392,294.796,0.0,2675
248,2854.49,2660.37,0,79.3946,0.0,53.8141,60.9166,0.0,399.827,0.0,4566
249,1743.61,1725.89,0,17.7221,0.0,0.0,0.0,0.0,248.254,0.0,2081
250,1780.52,1759.69,0,20.8213,0.0,0.0,0.0,0.0,253.25,0.0,2048
251,2049.27,2030.85,0,18.4196,0.0,0.0,0.0,0.0,289.761,0.0,2490
252,1668.34,1647.28,0,21.0621,0.0,0.0,0.0,0.0,237.237,0.0,1941
253,2528.44,2125.42,0,127.312,20.7083,84.6452,170.068,0.0,358.63,0.288,3073
254,1621.64,1594.88,0,26.7625,0.0,0.0,0.0,0.0,230.47,0.0,1937
255,2310.91,2281.59,0,29.3196,0.0,0.0,0.0,0.0,325.955,0.0,2858
256,1544.86,1523.56,0,21.3005,0.0,0.0,0.0,0.0,219.111,0.0,2106
257,2098.45,1772.01,0,45.4214,84.712,105.335,90.973,0.0,298.098,0.0,2511
258,1613.21,1569.34,0,43.874,0.0,0.0,0.0,0.0,228.999,0.0,1962
259,1567.59,1526.3,0,41.2915,0.0,0.0,0.0,0.0,223.027,0.0,1838
260,2243.09,2191.86,0,51.2223,0.0,0.0,0.0,0.0,317.43,0.0,2634
261,2589.46,2313.59,0,57.1585,0.0,100.378,118.331,0.0,366.806,0.0,2968
262,3278.51,3158.54,0,12.9776,0.0,100.265,6.72587,0.0,465.813,0.0,4018
263,1755.47,1729.81,0,25.6624,0.0,0.0,0.0,0.0,249.614,0.0,2095
264,3537.47,3252.06,0,231.021,19.2657,10.3465,24.4881,0.0,501.511,0.288,4489
265,1905.58,1888.75,0,16.834,0.0,0.0,0.0,0.0,270.529,0.0,2363
266,1494.77,1473.61,0,21.1598,0.0,0.0,0.0,0.0,212.642,0.0,1754
267,1860.85,1835.46,0,25.3925,0.0,0.0,0.0,0.0,264.119,0.0,2255
268,1646.15,1561.49,0,84.6525,0.0,0.0,0.0,0.0,233.74,0.0,2077
269,1517.24,1498.07,0,19.1692,0.0,0.0,0.0,0.0,215.779,0.0,1783
270,1870.21,1848.45,0,21.7601,0.0,0.0,0.0,0.0,257.3,0.0,4299
271,2685.21,2558.24,0,2.16686,0.0,105.017,19.7907,0.0,379.352,0.0,3194
272,2008.59,1990.45,0,18.1376,0.0,0.0,0.0,0.0,284.328,0.0,2459
273,1948.35,1927.67,0,20.687,0.0,0.0,0.0,0.0,276.043,0.0,2503
274,1633.27,1609.64,0,23.6297,0.0,0.0,0.0,0.0,232.711,0.0,2015
275,1729.77,1711.56,0,18.2118,0.0,0.0,0.0,0.0,242.528,0.0,2963
276,1671.84,1644.81,0,27.0335,0.0,0.0,0.0,0.0,237.692,0.0,2043
277,2124.54,1844.12,0,63.4206,0.0,106.68,110.315,0.0,301.772,0.0,2477
278,1624.12,1600.15,0,23.9618,0.0,0.0,0.0,0.0,230.132,0.0,2299
279,1886.98,1862.44,0,24.5344,0.0,0.0,0.0,0.0,268.544,0.0,2148
280,1987.69,1719.79,0,93.097,0.0,106.121,68.6826,0.0,279.251,0.0,3182
281,2787.68,2348.32,0,10.7383,0.0,0.0,9.9005,418.721,396.338,0.0,3241
282,2149.28,1755.36,0,9.33898,0.0,106.583,11.5891,266.415,303.795,0.0,2769
283,1538.05,1515.67,0,22.3844,0.0,0.0,0.0,0.0,219.211,0.0,1828
284,1578.46,1547.07,0,31.3873,0.0,0.0,0.0,0.0,225.171,0.0,1820
285,2358.04,2211.36,0,117.985,0.0,0.0,28.6996,0.0,334.422,0.0,2778
286,1629.08,1602.19,0,26.889,0.0,0.0,0.0,0.0,232.346,0.0,1848
287,1644.81,1624.36,0,20.453,0.0,0.0,0.0,0.0,233.784,0.0,1938
288,1521.68,1501.86,0,19.8206,0.0,0.0,0.0,0.0,216.911,0.0,1860
289,3785.11,2876.84,0,1.03873,0.0,204.49,143.133,559.61,535.62,0.0,4494
290,1505.85,1486.45,0,19.4024,0.0,0.0,0.0,0.0,213.772,0.0,2065
291,1758.59,1731.8,0,26.7865,0.0,0.0,0.0,0.0,249.44,0.0,2104
292,1587.5,1561.59,0,25.9104,0.0,0.0,0.0,0.0,222.783,0.0,2699
293,2362.61,1903.66,0,74.1504,45.3902,50.9574,288.455,0.0,334.143,0.0,2738
294,1532.11,1513.18,0,18.9319,0.0,0.0,0.0,0.0,216.263,0.0,2175
295,1553.39,1533.22,0,20.1656,0.0,0.0,0.0,0.0,221.277,0.0,1851
296,1637.43,1619.76,0,17.6711,0.0,0.0,0.0,0.0,232.302,0.0,2111
